pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s)
1712890223640 1712890223659 19 328955.980000 3463475.680000 3.072652 4.100000
1712890223690 1712890223715 25 328955.810000 3463475.700000 3.072652 4.120000
1712890223740 1712890223764 24 328955.530000 3463475.710000 3.076579 4.140000
1712890223791 1712890223814 23 328955.270000 3463475.720000 3.076579 4.200000
1712890223841 1712890223863 22 328955.220000 3463475.730000 3.076579 4.200000
1712890223891 1712890223914 23 328954.840000 3463475.750000 3.076579 4.260000
1712890223941 1712890223964 23 328954.580000 3463475.750000 3.086397 4.280000
1712890223991 1712890224014 23 328954.360000 3463475.770000 3.086397 4.340000
1712890224041 1712890224064 23 328954.140000 3463475.770000 3.086397 4.380000
1712890224091 1712890224109 18 328954.050000 3463475.770000 3.086397 4.440000
1712890224142 1712890224165 23 328953.780000 3463475.790000 3.098832 4.500000
1712890224192 1712890224215 23 328953.510000 3463475.790000 3.098832 4.540000
1712890224242 1712890224266 24 328953.280000 3463475.790000 3.098832 4.540000
1712890224292 1712890224315 23 328953.050000 3463475.800000 3.098832 4.560000
1712890224342 1712890224367 25 328952.820000 3463475.810000 3.111486 4.580000
1712890224392 1712890224417 25 328952.540000 3463475.820000 3.111486 4.620000
1712890224442 1712890224466 24 328952.360000 3463475.820000 3.111486 4.620000
1712890224493 1712890224517 24 328952.070000 3463475.830000 3.111486 4.660000
1712890224543 1712890224567 24 328951.980000 3463475.830000 3.118685 4.660000
1712890224593 1712890224616 23 328951.690000 3463475.830000 3.118685 4.660000
1712890224643 1712890224667 24 328951.560000 3463475.830000 3.118685 4.680000
1712890224693 1712890224717 24 328951.180000 3463475.840000 3.118685 4.700000
1712890224743 1712890224768 25 328950.940000 3463475.850000 3.115631 4.700000
1712890224793 1712890224818 25 328950.750000 3463475.860000 3.115631 4.700000
1712890224844 1712890224870 26 328950.750000 3463475.860000 3.115631 4.720000
1712890224894 1712890224918 24 328950.180000 3463475.870000 3.115631 4.740000
1712890224944 1712890224968 24 328949.940000 3463475.870000 3.123267 4.760000
1712890224994 1712890225018 24 328949.850000 3463475.870000 3.123267 4.760000
1712890225044 1712890225066 22 328949.470000 3463475.880000 3.123267 4.740000
1712890225094 1712890225118 24 328949.180000 3463475.880000 3.123267 4.740000
1712890225144 1712890225168 24 328949.040000 3463475.890000 3.129375 4.780000
1712890225195 1712890225218 23 328948.980000 3463475.890000 3.129375 4.780000
1712890225245 1712890225268 23 328948.600000 3463475.900000 3.129375 4.780000
1712890225295 1712890225325 30 328948.410000 3463475.910000 3.129375 4.780000
1712890225345 1712890225370 25 328948.020000 3463475.910000 3.136138 4.780000
1712890225395 1712890225420 25 328947.780000 3463475.920000 3.136138 4.780000
1712890225445 1712890225469 24 328947.490000 3463475.920000 3.136138 4.800000
1712890225496 1712890225519 23 328947.260000 3463475.930000 3.131121 4.780000
1712890225546 1712890225569 23 328947.010000 3463475.930000 3.131121 4.800000
1712890225596 1712890225620 24 328946.720000 3463475.930000 3.131121 4.800000
1712890225646 1712890225669 23 328946.530000 3463475.940000 3.131121 4.800000
1712890225696 1712890225726 30 328946.380000 3463475.940000 3.131121 4.800000
1712890225746 1712890225771 25 328946.100000 3463475.950000 3.136793 4.820000
1712890225796 1712890225821 25 328945.850000 3463475.950000 3.136793 4.800000
1712890225847 1712890225870 23 328945.610000 3463475.960000 3.136793 4.800000
1712890225897 1712890225927 30 328945.320000 3463475.970000 3.137447 4.800000
1712890225947 1712890225978 31 328945.080000 3463475.960000 3.137447 4.800000
1712890225997 1712890226017 20 328944.840000 3463475.980000 3.137447 4.820000
1712890226047 1712890226071 24 328944.540000 3463475.980000 3.137447 4.820000
1712890226097 1712890226122 25 328944.350000 3463475.980000 3.137447 4.820000
1712890226147 1712890226172 25 328944.150000 3463475.990000 3.133739 4.820000
1712890226198 1712890226222 24 328943.760000 3463475.990000 3.133739 4.840000
1712890226248 1712890226265 17 328943.570000 3463476.000000 3.133739 4.840000
1712890226298 1712890226320 22 328943.280000 3463475.990000 3.141156 4.820000
1712890226348 1712890226371 23 328943.280000 3463475.990000 3.141156 4.820000
1712890226398 1712890226421 23 328943.030000 3463475.990000 3.141156 4.840000
1712890226448 1712890226472 24 328942.890000 3463476.000000 3.141156 4.840000
1712890226498 1712890226521 23 328942.790000 3463476.000000 3.141156 4.860000
1712890226549 1712890226572 23 328942.400000 3463476.010000 3.137447 4.860000
1712890226599 1712890226622 23 328942.110000 3463476.010000 3.137447 4.840000
1712890226649 1712890226673 24 328941.910000 3463476.010000 3.137447 4.840000
1712890226699 1712890226723 24 328941.620000 3463476.020000 3.137447 4.880000
1712890226749 1712890226773 24 328941.330000 3463476.020000 3.133521 4.860000
1712890226799 1712890226831 32 328941.080000 3463476.030000 3.133521 4.860000
1712890226850 1712890226870 20 328940.830000 3463476.030000 3.133521 4.860000
1712890226900 1712890226923 23 328940.580000 3463476.030000 3.133521 4.880000
1712890226950 1712890226973 23 328940.300000 3463476.040000 -3.138975 4.880000
1712890227000 1712890227025 25 328940.100000 3463476.040000 -3.138975 4.880000
1712890227050 1712890227074 24 328939.850000 3463476.050000 -3.138975 4.880000
1712890227100 1712890227131 31 328939.560000 3463476.050000 -3.138975 4.880000
1712890227151 1712890227175 24 328939.410000 3463476.050000 -3.140284 4.880000
1712890227201 1712890227225 24 328939.160000 3463476.060000 -3.140284 4.880000
1712890227251 1712890227274 23 328938.860000 3463476.060000 -3.140284 4.880000
1712890227301 1712890227332 31 328938.620000 3463476.070000 -3.140284 4.880000
1712890227351 1712890227370 19 328938.420000 3463476.070000 -3.141156 4.880000
1712890227401 1712890227426 25 328938.130000 3463476.070000 -3.141156 4.900000
1712890227451 1712890227474 23 328937.830000 3463476.080000 -3.141156 4.900000
1712890227502 1712890227525 23 328937.680000 3463476.080000 -3.141156 4.900000
1712890227552 1712890227574 22 328937.540000 3463476.070000 -3.141156 4.920000
1712890227602 1712890227625 23 328937.540000 3463476.070000 -3.141156 4.920000
1712890227652 1712890227674 22 328936.940000 3463476.080000 -3.141374 4.920000
1712890227702 1712890227725 23 328936.640000 3463476.090000 -3.141374 4.920000
1712890227753 1712890227776 23 328936.400000 3463476.090000 3.139629 4.900000
1712890227803 1712890227826 23 328936.200000 3463476.100000 3.139629 4.900000
1712890227853 1712890227882 29 328936.000000 3463476.090000 3.139629 4.920000
1712890227903 1712890227919 16 328935.650000 3463476.090000 3.139629 4.920000
1712890227953 1712890227977 24 328935.360000 3463476.100000 -3.138975 4.920000
1712890228003 1712890228028 25 328935.100000 3463476.100000 -3.138975 4.920000
1712890228053 1712890228078 25 328934.850000 3463476.090000 -3.138975 4.940000
1712890228104 1712890228127 23 328934.560000 3463476.100000 -3.138975 4.940000
1712890228154 1712890228178 24 328934.360000 3463476.100000 -3.134611 4.940000
1712890228204 1712890228234 30 328934.060000 3463476.100000 -3.134611 4.940000
1712890228254 1712890228278 24 328933.910000 3463476.100000 -3.134611 4.940000
1712890228304 1712890228324 20 328933.760000 3463476.090000 -3.134611 4.940000
1712890228354 1712890228386 32 328933.460000 3463476.100000 -3.131121 4.940000
1712890228405 1712890228425 20 328933.110000 3463476.080000 -3.131121 4.940000
1712890228455 1712890228479 24 328932.860000 3463476.080000 -3.131121 4.940000
1712890228505 1712890228529 24 328932.770000 3463476.070000 -3.131121 4.960000
1712890228555 1712890228579 24 328932.320000 3463476.070000 -3.116067 4.940000
1712890228605 1712890228628 23 328932.070000 3463476.060000 -3.116067 4.940000
1712890228655 1712890228680 25 328932.070000 3463476.060000 -3.116067 4.900000
1712890228705 1712890228729 24 328931.580000 3463476.040000 -3.116067 4.920000
1712890228756 1712890228771 15 328931.330000 3463476.030000 -3.120649 4.920000
1712890228806 1712890228822 16 328931.080000 3463476.020000 -3.120649 4.920000
1712890228856 1712890228874 18 328930.790000 3463476.010000 -3.120649 4.920000
1712890228906 1712890228930 24 328930.590000 3463476.000000 -3.120649 4.940000
1712890228956 1712890228979 23 328930.490000 3463475.990000 -3.111268 4.940000
1712890229006 1712890229024 18 328930.140000 3463475.980000 -3.111268 4.920000
1712890229057 1712890229080 23 328929.840000 3463475.970000 -3.111268 4.920000
1712890229107 1712890229131 24 328929.590000 3463475.960000 -3.111268 4.960000
1712890229157 1712890229181 24 328929.350000 3463475.940000 -3.099050 4.940000
1712890229207 1712890229230 23 328929.150000 3463475.930000 -3.099050 4.940000
1712890229257 1712890229280 23 328928.800000 3463475.920000 -3.099050 4.980000
1712890229307 1712890229331 24 328928.600000 3463475.910000 -3.099050 4.980000
1712890229357 1712890229382 25 328928.300000 3463475.890000 -3.092069 4.960000
1712890229408 1712890229432 24 328928.050000 3463475.880000 -3.092069 4.960000
1712890229458 1712890229475 17 328927.750000 3463475.870000 -3.092069 4.960000
1712890229508 1712890229539 31 328927.550000 3463475.860000 -3.085960 4.960000
1712890229558 1712890229579 21 328927.260000 3463475.840000 -3.085960 4.940000
1712890229608 1712890229632 24 328927.010000 3463475.820000 -3.085960 4.960000
1712890229658 1712890229682 24 328926.910000 3463475.810000 -3.085960 4.940000
1712890229709 1712890229733 24 328926.610000 3463475.800000 -3.085960 4.960000
1712890229759 1712890229777 18 328926.350000 3463475.780000 -3.076361 4.960000
1712890229809 1712890229832 23 328926.060000 3463475.760000 -3.076361 4.960000
1712890229859 1712890229882 23 328925.810000 3463475.740000 -3.076361 4.980000
1712890229909 1712890229932 23 328925.560000 3463475.730000 -3.069161 4.980000
1712890229959 1712890229982 23 328925.310000 3463475.710000 -3.069161 5.000000
1712890230009 1712890230033 24 328925.010000 3463475.680000 -3.069161 4.980000
1712890230060 1712890230083 23 328924.810000 3463475.660000 -3.069161 4.980000
1712890230110 1712890230133 23 328924.670000 3463475.640000 -3.069161 4.980000
1712890230160 1712890230182 22 328924.270000 3463475.600000 -3.058471 4.980000
1712890230210 1712890230233 23 328923.970000 3463475.570000 -3.058471 4.980000
1712890230260 1712890230283 23 328923.710000 3463475.540000 -3.058471 4.980000
1712890230310 1712890230334 24 328923.570000 3463475.540000 -3.050181 4.980000
1712890230360 1712890230388 28 328923.370000 3463475.510000 -3.050181 4.980000
1712890230411 1712890230429 18 328923.120000 3463475.480000 -3.050181 4.980000
1712890230461 1712890230480 19 328922.870000 3463475.460000 -3.050181 4.980000
1712890230511 1712890230529 18 328922.570000 3463475.420000 -3.040582 5.000000
1712890230561 1712890230578 17 328922.320000 3463475.390000 -3.040582 4.980000
1712890230611 1712890230628 17 328922.020000 3463475.350000 -3.040582 5.000000
1712890230661 1712890230685 24 328921.980000 3463475.350000 -3.040582 5.000000
1712890230711 1712890230736 25 328921.480000 3463475.280000 -3.033819 4.980000
1712890230762 1712890230780 18 328921.280000 3463475.260000 -3.033819 5.000000
1712890230812 1712890230831 19 328920.980000 3463475.210000 -3.033819 5.000000
1712890230862 1712890230879 17 328920.830000 3463475.190000 -3.033819 5.020000
1712890230912 1712890230932 20 328920.580000 3463475.160000 -3.013093 5.000000
1712890230962 1712890230994 32 328920.330000 3463475.120000 -3.013093 5.020000
1712890231012 1712890231031 19 328920.090000 3463475.090000 -3.013093 5.000000
1712890231062 1712890231086 24 328919.790000 3463475.040000 -3.013093 5.000000
1712890231113 1712890231135 22 328919.640000 3463475.020000 -3.013093 5.000000
1712890231163 1712890231184 21 328919.280000 3463474.970000 -2.997821 5.000000
1712890231213 1712890231236 23 328919.040000 3463474.930000 -2.997821 5.000000
1712890231263 1712890231285 22 328918.740000 3463474.880000 -2.997821 5.000000
1712890231313 1712890231337 24 328918.490000 3463474.840000 -3.000003 5.000000
1712890231363 1712890231386 23 328918.210000 3463474.790000 -3.000003 4.980000
1712890231414 1712890231436 22 328918.010000 3463474.760000 -3.000003 4.980000
1712890231464 1712890231487 23 328917.800000 3463474.720000 -3.000003 5.000000
1712890231514 1712890231538 24 328917.800000 3463474.720000 -3.000003 5.000000
1712890231564 1712890231594 30 328917.800000 3463474.720000 -3.000003 5.000000
1712890231614 1712890231638 24 328917.360000 3463474.650000 -2.984949 5.000000
1712890231664 1712890231688 24 328917.160000 3463474.610000 -2.984949 5.020000
1712890231714 1712890231738 24 328916.960000 3463474.580000 -2.984949 5.000000
1712890231765 1712890231788 23 328916.520000 3463474.500000 -2.954842 5.000000
1712890231815 1712890231837 22 328916.270000 3463474.450000 -2.954842 5.000000
1712890231865 1712890231889 24 328916.070000 3463474.420000 -2.954842 4.980000
1712890231915 1712890231939 24 328915.770000 3463474.350000 -2.954842 4.980000
1712890231965 1712890231989 24 328915.480000 3463474.300000 -2.977532 4.980000
1712890232015 1712890232046 31 328915.280000 3463474.260000 -2.977532 4.980000
1712890232066 1712890232084 18 328914.990000 3463474.200000 -2.977532 4.980000
1712890232116 1712890232146 30 328914.690000 3463474.150000 -2.977532 4.980000
1712890232166 1712890232185 19 328914.550000 3463474.120000 -2.948079 4.960000
1712890232216 1712890232239 23 328914.200000 3463474.060000 -2.948079 4.960000
1712890232266 1712890232289 23 328913.960000 3463474.010000 -2.948079 4.960000
1712890232317 1712890232339 22 328913.910000 3463474.000000 -2.948079 4.960000
1712890232367 1712890232389 22 328913.620000 3463473.940000 -2.944152 4.920000
1712890232417 1712890232438 21 328913.370000 3463473.880000 -2.944152 4.920000
1712890232467 1712890232486 19 328913.040000 3463473.820000 -2.944152 4.920000
1712890232517 1712890232534 17 328912.790000 3463473.770000 -2.944152 4.920000
1712890232567 1712890232583 16 328912.550000 3463473.720000 -2.943934 4.920000
1712890232617 1712890232641 24 328912.360000 3463473.680000 -2.943934 4.900000
1712890232668 1712890232691 23 328912.030000 3463473.610000 -2.943934 4.880000
1712890232718 1712890232738 20 328911.830000 3463473.560000 -2.943934 4.880000
1712890232768 1712890232791 23 328911.540000 3463473.500000 -2.932153 4.880000
1712890232818 1712890232841 23 328911.250000 3463473.440000 -2.932153 4.860000
1712890232868 1712890232891 23 328911.010000 3463473.390000 -2.932153 4.860000
1712890232918 1712890232936 18 328910.820000 3463473.350000 -2.932153 4.860000
1712890232968 1712890232985 17 328910.680000 3463473.320000 -2.927572 4.840000
1712890233019 1712890233039 20 328910.390000 3463473.260000 -2.927572 4.840000
1712890233069 1712890233093 24 328910.150000 3463473.190000 -2.927572 4.840000
1712890233119 1712890233143 24 328909.880000 3463473.130000 -2.927572 4.880000
1712890233169 1712890233191 22 328909.640000 3463473.080000 -2.919936 4.800000
1712890233219 1712890233239 20 328909.400000 3463473.020000 -2.919936 4.820000
1712890233269 1712890233294 25 328909.310000 3463473.000000 -2.919936 4.800000
1712890233320 1712890233343 23 328908.930000 3463472.900000 -2.919936 4.820000
1712890233370 1712890233388 18 328908.690000 3463472.850000 -2.909028 4.800000
1712890233420 1712890233443 23 328908.510000 3463472.810000 -2.909028 4.800000
1712890233470 1712890233493 23 328908.270000 3463472.750000 -2.909028 4.800000
1712890233520 1712890233542 22 328908.040000 3463472.700000 -2.909028 4.800000
1712890233570 1712890233594 24 328907.800000 3463472.640000 -2.905755 4.780000
1712890233620 1712890233644 24 328907.520000 3463472.570000 -2.905755 4.800000
1712890233671 1712890233694 23 328907.250000 3463472.500000 -2.905755 4.800000
1712890233721 1712890233744 23 328907.100000 3463472.470000 -2.905755 4.780000
1712890233771 1712890233799 28 328906.780000 3463472.380000 -2.893538 4.720000
1712890233821 1712890233837 16 328906.540000 3463472.330000 -2.893538 4.760000
1712890233871 1712890233889 18 328906.270000 3463472.260000 -2.893538 4.740000
1712890233921 1712890233938 17 328906.040000 3463472.200000 -2.892229 4.720000
1712890233972 1712890233998 26 328905.800000 3463472.140000 -2.892229 4.720000
1712890234022 1712890234039 17 328905.570000 3463472.080000 -2.892229 4.720000
1712890234072 1712890234089 17 328905.440000 3463472.050000 -2.892229 4.700000
1712890234122 1712890234144 22 328905.210000 3463471.990000 -2.892229 4.700000
1712890234172 1712890234196 24 328904.930000 3463471.910000 -2.891356 4.700000
1712890234222 1712890234244 22 328904.700000 3463471.850000 -2.891356 4.680000
1712890234272 1712890234291 19 328904.570000 3463471.820000 -2.891356 4.680000
1712890234323 1712890234343 20 328904.290000 3463471.750000 -2.891356 4.680000
1712890234373 1712890234393 20 328903.980000 3463471.660000 -2.883284 4.680000
1712890234423 1712890234446 23 328903.750000 3463471.600000 -2.883284 4.680000
1712890234473 1712890234496 23 328903.520000 3463471.540000 -2.883284 4.680000
1712890234523 1712890234546 23 328903.300000 3463471.490000 -2.878921 4.680000
1712890234573 1712890234598 25 328903.020000 3463471.410000 -2.878921 4.660000
1712890234623 1712890234647 24 328902.790000 3463471.350000 -2.878921 4.640000
1712890234674 1712890234697 23 328902.570000 3463471.290000 -2.878921 4.640000
1712890234724 1712890234746 22 328902.350000 3463471.220000 -2.875866 4.640000
1712890234774 1712890234796 22 328902.260000 3463471.200000 -2.875866 4.640000
1712890234824 1712890234847 23 328902.030000 3463471.140000 -2.875866 4.640000
1712890234874 1712890234895 21 328901.720000 3463471.050000 -2.875866 4.640000
1712890234924 1712890234949 25 328901.490000 3463470.990000 -2.872157 4.640000
1712890234974 1712890234999 25 328901.270000 3463470.920000 -2.872157 4.620000
1712890235025 1712890235049 24 328901.140000 3463470.890000 -2.872157 4.620000
1712890235075 1712890235095 20 328900.780000 3463470.800000 -2.872157 4.620000
1712890235125 1712890235148 23 328900.550000 3463470.730000 -2.857758 4.620000
1712890235175 1712890235199 24 328900.330000 3463470.670000 -2.857758 4.580000
1712890235225 1712890235249 24 328900.060000 3463470.600000 -2.857758 4.600000
1712890235275 1712890235294 19 328899.930000 3463470.550000 -2.857758 4.580000
1712890235325 1712890235349 24 328899.620000 3463470.470000 -2.867140 4.580000
1712890235376 1712890235399 23 328899.490000 3463470.430000 -2.867140 4.560000
1712890235426 1712890235447 21 328899.310000 3463470.380000 -2.867140 4.560000
1712890235476 1712890235494 18 328899.050000 3463470.300000 -2.867140 4.540000
1712890235526 1712890235543 17 328898.780000 3463470.230000 -2.856449 4.560000
1712890235576 1712890235591 15 328898.560000 3463470.170000 -2.856449 4.540000
1712890235626 1712890235650 24 328898.350000 3463470.100000 -2.856449 4.540000
1712890235676 1712890235700 24 328898.130000 3463470.030000 -2.856449 4.540000
1712890235727 1712890235751 24 328897.870000 3463469.960000 -2.847723 4.540000
1712890235777 1712890235798 21 328897.650000 3463469.880000 -2.847723 4.520000
1712890235827 1712890235849 22 328897.430000 3463469.820000 -2.847723 4.520000
1712890235877 1712890235899 22 328897.260000 3463469.770000 -2.847723 4.540000
1712890235927 1712890235949 22 328896.960000 3463469.670000 -2.844887 4.480000
1712890235977 1712890236000 23 328896.790000 3463469.620000 -2.844887 4.500000
1712890236027 1712890236050 23 328896.530000 3463469.530000 -2.844887 4.520000
1712890236077 1712890236100 23 328896.530000 3463469.530000 -2.844887 4.460000
1712890236128 1712890236151 23 328896.190000 3463469.420000 -2.835724 4.460000
1712890236178 1712890236201 23 328895.930000 3463469.330000 -2.835724 4.460000
1712890236228 1712890236252 24 328895.720000 3463469.260000 -2.835724 4.460000
1712890236278 1712890236302 24 328895.510000 3463469.190000 -2.835724 4.460000
1712890236328 1712890236351 23 328895.300000 3463469.110000 -2.822416 4.460000
1712890236378 1712890236402 24 328895.130000 3463469.050000 -2.822416 4.460000
1712890236428 1712890236453 25 328894.880000 3463468.960000 -2.822416 4.460000
1712890236479 1712890236495 16 328894.630000 3463468.870000 -2.822416 4.460000
1712890236529 1712890236552 23 328894.370000 3463468.770000 -2.814562 4.460000
1712890236579 1712890236602 23 328894.170000 3463468.690000 -2.814562 4.440000
1712890236629 1712890236653 24 328894.000000 3463468.620000 -2.814562 4.440000
1712890236679 1712890236704 25 328893.870000 3463468.570000 -2.814562 4.440000
1712890236729 1712890236753 24 328893.870000 3463468.570000 -2.814562 4.440000
1712890236780 1712890236804 24 328893.620000 3463468.470000 -2.796890 4.440000
1712890236830 1712890236854 24 328893.410000 3463468.390000 -2.796890 4.440000
1712890236880 1712890236906 26 328893.170000 3463468.290000 -2.796890 4.440000
1712890236930 1712890236953 23 328892.960000 3463468.210000 -2.796890 4.440000
1712890236980 1712890237005 25 328892.760000 3463468.120000 -2.778564 4.440000
1712890237030 1712890237054 24 328892.550000 3463468.020000 -2.778564 4.440000
1712890237081 1712890237103 22 328892.310000 3463467.930000 -2.778564 4.420000
1712890237131 1712890237153 22 328892.110000 3463467.830000 -2.778564 4.420000
1712890237181 1712890237203 22 328891.980000 3463467.790000 -2.764165 4.420000
1712890237231 1712890237254 23 328891.660000 3463467.640000 -2.764165 4.400000
1712890237281 1712890237304 23 328891.540000 3463467.590000 -2.764165 4.400000
1712890237331 1712890237354 23 328891.340000 3463467.500000 -2.764165 4.400000
1712890237381 1712890237405 24 328891.050000 3463467.370000 -2.748894 4.400000
1712890237432 1712890237456 24 328890.930000 3463467.320000 -2.748894 4.380000
